ngram_ids,count,smoothed_count
"(223, 136)",57,57.01
"(389, 88)",57,57.01
"(54, 293)",57,57.01
"(184, 386)",57,57.01
"(88, 230)",57,57.01
"(271, 54)",57,57.01
"(85, 460)",57,57.01
"(184, 88)",56,56.01
"(88, 595)",56,56.01
"(54, 376)",55,55.01
"(252, 181)",55,55.01
"(102, 183)",55,55.01
"(356, 117)",54,54.01
"(96, 382)",54,54.01
"(319, 88)",54,54.01
"(101, 691)",54,54.01
"(101, 109)",53,53.01
"(34, 458)",53,53.01
"(437, 88)",52,52.01
"(93, 109)",52,52.01
"(11, 378)",52,52.01
"(88, 413)",52,52.01
"(88, 875)",51,51.01
"(93, 135)",51,51.01
"(88, 300)",51,51.01
"(236, 11)",50,50.01
"(34, 281)",49,49.01
"(236, 117)",49,49.01
"(106, 54)",49,49.01
"(9, 163)",49,49.01
"(93, 34)",49,49.01
"(94, 135)",49,49.01
"(6, 72)",49,49.01
"(184, 11)",49,49.01
"(136, 54)",49,49.01
"(286, 102)",48,48.01
"(88, 1008)",48,48.01
"(193, 97)",48,48.01
"(102, 135)",48,48.01
"(117, 88)",48,48.01
"(88, 913)",48,48.01
"(254, 88)",47,47.01
"(85, 232)",47,47.01
"(484, 85)",47,47.01
"(102, 54)",47,47.01
"(155, 88)",46,46.01
"(332, 11)",46,46.01
"(11, 706)",46,46.01
"(85, 297)",46,46.01
"(72, 11)",45,45.01
"(88, 720)",45,45.01
"(171, 101)",44,44.01
"(88, 545)",44,44.01
"(9, 191)",44,44.01
"(85, 409)",44,44.01
"(103, 93)",44,44.01
"(11, 637)",44,44.01
"(386, 11)",43,43.01
"(332, 9)",43,43.01
"(93, 102)",43,43.01
"(9, 101)",43,43.01
"(181, 268)",43,43.01
"(93, 127)",43,43.01
"(117, 128)",43,43.01
"(102, 344)",43,43.01
"(88, 225)",42,42.01
"(11, 848)",42,42.01
"(82, 93)",42,42.01
"(219, 160)",42,42.01
"(97, 385)",42,42.01
"(93, 89)",42,42.01
"(97, 445)",42,42.01
"(292, 153)",42,42.01
"(88, 382)",42,42.01
"(94, 54)",42,42.01
"(553, 102)",41,41.01
"(134, 9)",41,41.01
"(88, 854)",41,41.01
"(9, 109)",41,41.01
"(93, 204)",40,40.01
"(88, 556)",40,40.01
"(88, 256)",40,40.01
"(54, 377)",40,40.01
"(9, 149)",40,40.01
"(230, 101)",40,40.01
"(9, 89)",39,39.01
"(214, 97)",39,39.01
"(184, 9)",39,39.01
"(11, 533)",39,39.01
"(232, 106)",39,39.01
"(103, 9)",38,38.01
"(85, 141)",38,38.01
"(236, 84)",38,38.01
"(88, 303)",38,38.01
"(296, 102)",38,38.01
"(106, 88)",38,38.01
"(11, 409)",38,38.01
"(94, 9)",38,38.01
"(88, 709)",37,37.01
"(339, 88)",37,37.01
"(135, 399)",37,37.01
"(134, 201)",37,37.01
"(272, 348)",37,37.01
"(336, 160)",37,37.01
"(103, 102)",37,37.01
"(11, 668)",37,37.01
"(184, 471)",37,37.01
"(9, 147)",37,37.01
"(11, 1353)",36,36.01
"(727, 102)",36,36.01
"(213, 245)",36,36.01
"(102, 220)",36,36.01
"(471, 11)",36,36.01
"(136, 333)",36,36.01
"(890, 88)",36,36.01
"(98, 88)",36,36.01
"(85, 654)",35,35.01
"(11, 686)",35,35.01
"(127, 117)",35,35.01
"(98, 214)",35,35.01
"(85, 433)",35,35.01
"(193, 153)",35,35.01
"(93, 236)",35,35.01
"(6, 73)",35,35.01
"(155, 93)",35,35.01
"(117, 89)",35,35.01
"(88, 475)",34,34.01
"(9, 630)",34,34.01
"(193, 109)",34,34.01
"(97, 252)",34,34.01
"(54, 449)",34,34.01
"(386, 9)",34,34.01
"(484, 184)",34,34.01
"(88, 351)",34,34.01
"(357, 9)",34,34.01
"(471, 9)",34,34.01
"(429, 94)",34,34.01
"(11, 860)",34,34.01
"(93, 117)",34,34.01
"(101, 132)",33,33.01
"(89, 204)",33,33.01
"(147, 135)",33,33.01
"(141, 357)",33,33.01
"(93, 132)",33,33.01
"(380, 88)",33,33.01
"(9, 134)",33,33.01
"(9, 102)",33,33.01
"(9, 188)",33,33.01
"(134, 281)",33,33.01
"(102, 558)",33,33.01
"(11, 297)",33,33.01
"(420, 88)",33,33.01
"(85, 317)",33,33.01
"(808, 101)",33,33.01
"(155, 9)",32,32.01
"(102, 181)",32,32.01
"(102, 245)",32,32.01
"(282, 9)",32,32.01
"(88, 493)",32,32.01
"(85, 93)",32,32.01
"(98, 54)",32,32.01
