ngram_ids,count,smoothed_count
"(122, 73)",3,3.01
"(949, 302)",3,3.01
"(495, 9)",3,3.01
"(190, 153)",3,3.01
"(1283, 88)",3,3.01
"(1889, 974)",3,3.01
"(89, 258)",3,3.01
"(136, 1397)",3,3.01
"(58, 54)",3,3.01
"(1687, 93)",3,3.01
"(1106, 9)",3,3.01
"(1071, 93)",3,3.01
"(103, 1224)",3,3.01
"(75, 78)",3,3.01
"(89, 227)",3,3.01
"(93, 243)",3,3.01
"(537, 9)",3,3.01
"(585, 54)",3,3.01
"(210, 585)",3,3.01
"(160, 2372)",3,3.01
"(261, 200)",3,3.01
"(102, 671)",3,3.01
"(150, 129)",3,3.01
"(2997, 101)",3,3.01
"(91, 9)",3,3.01
"(1188, 9)",3,3.01
"(57, 592)",3,3.01
"(167, 154)",3,3.01
"(457, 1532)",3,3.01
"(93, 1675)",3,3.01
"(88, 2901)",3,3.01
"(544, 11)",3,3.01
"(558, 204)",3,3.01
"(1417, 88)",3,3.01
"(117, 1556)",3,3.01
"(44, 889)",3,3.01
"(12, 11)",3,3.01
"(97, 2849)",3,3.01
"(134, 640)",3,3.01
"(88, 1636)",3,3.01
"(1810, 11)",3,3.01
"(209, 96)",3,3.01
"(221, 592)",3,3.01
"(97, 1859)",3,3.01
"(99, 3)",3,3.01
"(93, 739)",3,3.01
"(103, 431)",3,3.01
"(252, 67)",3,3.01
"(9, 1295)",3,3.01
"(88, 1308)",3,3.01
"(115, 99)",3,3.01
"(130, 176)",3,3.01
"(1810, 9)",3,3.01
"(1159, 9)",3,3.01
"(2020, 2974)",3,3.01
"(61, 1554)",3,3.01
"(2601, 102)",3,3.01
"(457, 9)",3,3.01
"(641, 1616)",3,3.01
"(1241, 496)",3,3.01
"(2448, 117)",3,3.01
"(884, 1241)",3,3.01
"(637, 88)",3,3.01
"(93, 238)",3,3.01
"(1977, 11)",3,3.01
"(136, 1020)",3,3.01
"(163, 292)",3,3.01
"(2039, 103)",3,3.01
"(82, 2609)",3,3.01
"(142, 589)",3,3.01
"(102, 2047)",3,3.01
"(704, 302)",3,3.01
"(1865, 94)",3,3.01
"(126, 2749)",3,3.01
"(101, 68)",3,3.01
"(1307, 11)",3,3.01
"(153, 1475)",3,3.01
"(181, 1033)",3,3.01
"(353, 225)",3,3.01
"(88, 2251)",3,3.01
"(640, 97)",3,3.01
"(1722, 84)",3,3.01
"(241, 874)",3,3.01
"(111, 89)",3,3.01
"(224, 88)",3,3.01
"(104, 1302)",3,3.01
"(2124, 89)",3,3.01
"(950, 556)",3,3.01
"(844, 11)",3,3.01
"(566, 381)",3,3.01
"(1033, 127)",3,3.01
"(11, 1679)",3,3.01
"(2652, 890)",3,3.01
"(506, 539)",3,3.01
"(884, 57)",3,3.01
"(225, 237)",3,3.01
"(2584, 96)",3,3.01
"(181, 1866)",3,3.01
"(2116, 109)",3,3.01
"(1390, 88)",3,3.01
"(231, 2041)",3,3.01
"(11, 2641)",3,3.01
"(2600, 573)",3,3.01
"(54, 868)",3,3.01
"(183, 1677)",3,3.01
"(218, 1202)",3,3.01
"(866, 94)",3,3.01
"(101, 716)",3,3.01
"(116, 547)",3,3.01
"(665, 354)",3,3.01
"(72, 1194)",3,3.01
"(1227, 190)",3,3.01
"(94, 218)",3,3.01
"(208, 152)",3,3.01
"(423, 96)",3,3.01
"(438, 24)",3,3.01
"(76, 110)",3,3.01
"(93, 2708)",3,3.01
"(1194, 9)",3,3.01
"(443, 127)",3,3.01
"(136, 727)",3,3.01
"(128, 988)",3,3.01
"(656, 23)",3,3.01
"(85, 521)",3,3.01
"(113, 98)",3,3.01
"(230, 237)",3,3.01
"(329, 1140)",3,3.01
"(103, 271)",3,3.01
"(2946, 11)",3,3.01
"(1846, 93)",3,3.01
"(248, 111)",3,3.01
"(268, 88)",3,3.01
"(1496, 89)",3,3.01
"(54, 1243)",3,3.01
"(293, 99)",3,3.01
"(476, 579)",3,3.01
"(837, 94)",3,3.01
"(351, 98)",3,3.01
"(102, 2637)",3,3.01
"(93, 2169)",3,3.01
"(426, 99)",3,3.01
"(100, 612)",3,3.01
"(381, 815)",3,3.01
"(874, 101)",3,3.01
"(88, 1588)",3,3.01
"(82, 218)",3,3.01
"(88, 502)",3,3.01
"(1508, 10)",3,3.01
"(54, 323)",3,3.01
"(430, 9)",3,3.01
"(88, 2067)",3,3.01
"(88, 326)",3,3.01
"(556, 147)",3,3.01
"(68, 891)",3,3.01
"(702, 89)",3,3.01
"(687, 11)",3,3.01
"(114, 149)",3,3.01
"(606, 134)",3,3.01
"(209, 143)",3,3.01
"(104, 642)",3,3.01
"(1395, 96)",3,3.01
"(93, 2049)",3,3.01
"(2207, 197)",3,3.01
"(436, 219)",3,3.01
"(227, 308)",3,3.01
"(267, 204)",3,3.01
"(1428, 993)",3,3.01
"(135, 2448)",3,3.01
"(519, 440)",3,3.01
"(1946, 358)",3,3.01
"(791, 88)",3,3.01
"(248, 381)",3,3.01
"(991, 95)",3,3.01
"(214, 353)",3,3.01
"(88, 962)",3,3.01
"(516, 6)",3,3.01
"(300, 1667)",3,3.01
"(9, 1132)",3,3.01
"(54, 65)",3,3.01
"(225, 329)",3,3.01
"(34, 516)",3,3.01
"(97, 1917)",3,3.01
"(2211, 11)",3,3.01
"(73, 101)",3,3.01
"(89, 113)",3,3.01
"(72, 893)",3,3.01
"(329, 232)",3,3.01
"(2175, 11)",3,3.01
"(95, 3)",3,3.01
"(685, 161)",3,3.01
"(1173, 9)",3,3.01
"(2786, 377)",3,3.01
"(85, 2786)",3,3.01
"(9, 739)",3,3.01
"(117, 640)",3,3.01
"(296, 432)",3,3.01
"(739, 11)",3,3.01
"(444, 2183)",3,3.01
"(195, 365)",3,3.01
"(2313, 2594)",3,3.01
"(88, 444)",3,3.01
"(85, 1204)",3,3.01
"(606, 88)",3,3.01
"(135, 2230)",3,3.01
"(332, 142)",3,3.01
"(136, 2207)",3,3.01
"(348, 292)",3,3.01
"(97, 1355)",3,3.01
"(204, 570)",3,3.01
"(153, 195)",3,3.01
"(460, 552)",3,3.01
"(2169, 78)",3,3.01
"(276, 155)",3,3.01
"(55, 129)",3,3.01
"(299, 145)",3,3.01
"(101, 238)",3,3.01
"(204, 1813)",3,3.01
"(54, 174)",3,3.01
"(2361, 147)",3,3.01
"(167, 2450)",3,3.01
"(163, 597)",3,3.01
"(97, 84)",3,3.01
"(93, 1011)",3,3.01
"(469, 212)",3,3.01
"(704, 166)",3,3.01
"(3, 188)",3,3.01
"(159, 3)",3,3.01
"(397, 389)",3,3.01
"(189, 72)",3,3.01
"(199, 95)",3,3.01
"(872, 93)",3,3.01
"(469, 974)",3,3.01
"(54, 1505)",3,3.01
"(65, 974)",3,3.01
"(668, 352)",3,3.01
"(9, 67)",3,3.01
"(93, 465)",3,3.01
"(145, 69)",3,3.01
"(135, 1032)",3,3.01
"(831, 135)",3,3.01
"(66, 947)",3,3.01
"(371, 2984)",3,3.01
"(130, 1340)",3,3.01
"(48, 1270)",3,3.01
"(1355, 11)",3,3.01
"(194, 179)",3,3.01
"(2390, 11)",3,3.01
"(222, 95)",3,3.01
"(73, 222)",3,3.01
"(185, 179)",3,3.01
"(179, 142)",3,3.01
"(1423, 9)",3,3.01
"(97, 1247)",3,3.01
"(1214, 93)",3,3.01
"(2095, 129)",3,3.01
"(263, 744)",3,3.01
"(54, 1569)",3,3.01
"(1569, 11)",3,3.01
"(317, 127)",3,3.01
"(219, 24)",3,3.01
"(117, 331)",3,3.01
"(691, 97)",3,3.01
"(276, 388)",3,3.01
"(9, 2126)",3,3.01
"(72, 602)",3,3.01
"(66, 1393)",3,3.01
"(108, 127)",3,3.01
"(104, 696)",3,3.01
"(1505, 11)",3,3.01
"(1245, 102)",3,3.01
"(223, 451)",3,3.01
"(59, 92)",3,3.01
"(1303, 103)",3,3.01
"(1800, 147)",3,3.01
"(93, 1387)",3,3.01
"(1088, 9)",3,3.01
"(1393, 99)",3,3.01
"(261, 187)",3,3.01
"(102, 261)",3,3.01
"(351, 104)",3,3.01
"(1946, 655)",3,3.01
"(1907, 967)",3,3.01
"(89, 794)",3,3.01
"(91, 1037)",3,3.01
"(93, 2327)",3,3.01
"(3, 50)",3,3.01
"(340, 96)",3,3.01
"(73, 203)",3,3.01
"(840, 89)",3,3.01
"(9, 2821)",3,3.01
"(602, 11)",3,3.01
"(704, 88)",3,3.01
"(1067, 78)",3,3.01
"(153, 596)",3,3.01
"(404, 34)",3,3.01
"(538, 255)",3,3.01
"(10, 538)",3,3.01
"(890, 109)",3,3.01
"(549, 201)",3,3.01
"(1028, 129)",3,3.01
"(129, 286)",3,3.01
"(1110, 93)",3,3.01
"(2772, 88)",3,3.01
"(211, 117)",3,3.01
"(708, 54)",3,3.01
"(163, 915)",3,3.01
"(258, 109)",3,3.01
"(303, 775)",3,3.01
"(1144, 99)",3,3.01
"(515, 754)",3,3.01
"(1237, 93)",3,3.01
"(3, 2571)",3,3.01
"(267, 241)",3,3.01
"(841, 244)",3,3.01
"(134, 841)",3,3.01
"(73, 998)",3,3.01
"(128, 9)",3,3.01
"(2720, 9)",3,3.01
"(2261, 9)",3,3.01
"(147, 302)",3,3.01
"(674, 1144)",3,3.01
"(176, 129)",3,3.01
"(2649, 9)",3,3.01
"(401, 256)",3,3.01
"(99, 218)",3,3.01
"(1082, 114)",3,3.01
"(144, 1590)",3,3.01
"(163, 144)",3,3.01
"(728, 11)",3,3.01
"(322, 2196)",3,3.01
"(240, 950)",3,3.01
"(105, 114)",3,3.01
"(539, 204)",3,3.01
"(180, 66)",3,3.01
"(236, 96)",3,3.01
"(377, 9)",3,3.01
"(1919, 9)",3,3.01
"(163, 1003)",3,3.01
"(305, 101)",3,3.01
"(701, 190)",3,3.01
"(287, 9)",3,3.01
"(93, 174)",3,3.01
"(223, 553)",3,3.01
"(174, 1650)",3,3.01
"(128, 11)",3,3.01
"(698, 468)",3,3.01
"(93, 1890)",3,3.01
"(184, 149)",3,3.01
"(334, 801)",3,3.01
"(88, 334)",3,3.01
"(59, 78)",3,3.01
"(404, 11)",3,3.01
"(1019, 11)",3,3.01
"(88, 223)",3,3.01
"(296, 1596)",3,3.01
"(1867, 136)",3,3.01
"(749, 747)",3,3.01
"(1324, 11)",3,3.01
"(72, 866)",3,3.01
"(791, 97)",3,3.01
"(135, 2062)",3,3.01
"(104, 76)",3,3.01
"(76, 441)",3,3.01
"(2647, 11)",3,3.01
"(54, 827)",3,3.01
"(223, 1554)",3,3.01
"(941, 237)",3,3.01
"(9, 1655)",3,3.01
"(2304, 129)",3,3.01
"(93, 1337)",3,3.01
"(141, 1126)",3,3.01
"(2804, 114)",3,3.01
"(72, 851)",3,3.01
"(223, 84)",3,3.01
"(97, 112)",3,3.01
"(1720, 484)",3,3.01
"(468, 1720)",3,3.01
"(153, 650)",3,3.01
"(246, 129)",3,3.01
"(104, 246)",3,3.01
"(87, 104)",3,3.01
"(31, 65)",3,3.01
"(1124, 329)",3,3.01
"(142, 1918)",3,3.01
"(93, 1126)",3,3.01
"(626, 286)",3,3.01
"(1918, 9)",3,3.01
"(109, 2874)",3,3.01
"(127, 917)",3,3.01
"(160, 390)",3,3.01
"(744, 190)",3,3.01
"(558, 642)",3,3.01
"(381, 267)",3,3.01
"(142, 1054)",3,3.01
"(2057, 572)",3,3.01
"(88, 787)",3,3.01
"(136, 240)",3,3.01
"(746, 94)",3,3.01
"(2644, 746)",3,3.01
"(343, 11)",3,3.01
"(104, 288)",3,3.01
"(353, 893)",3,3.01
"(102, 376)",3,3.01
"(628, 153)",3,3.01
"(808, 9)",3,3.01
"(88, 2319)",3,3.01
"(1088, 308)",3,3.01
"(371, 11)",3,3.01
"(786, 11)",3,3.01
"(9, 1900)",3,3.01
"(232, 385)",3,3.01
"(88, 1599)",3,3.01
"(286, 329)",3,3.01
"(445, 117)",3,3.01
"(223, 2260)",3,3.01
"(226, 127)",3,3.01
"(2419, 410)",3,3.01
"(93, 2472)",3,3.01
"(2472, 11)",3,3.01
"(220, 227)",3,3.01
"(873, 101)",3,3.01
"(1775, 72)",3,3.01
"(161, 214)",3,3.01
"(865, 113)",3,3.01
"(676, 255)",3,3.01
"(1125, 9)",3,3.01
"(440, 116)",3,3.01
"(197, 244)",3,3.01
"(3, 436)",3,3.01
"(396, 180)",3,3.01
"(1021, 102)",3,3.01
"(43, 396)",3,3.01
"(267, 190)",3,3.01
"(102, 273)",3,3.01
"(91, 647)",3,3.01
"(647, 349)",3,3.01
"(353, 90)",3,3.01
"(2305, 9)",3,3.01
"(864, 9)",3,3.01
"(444, 98)",3,3.01
"(255, 127)",3,3.01
"(846, 54)",3,3.01
"(219, 93)",3,3.01
"(187, 2945)",3,3.01
"(477, 11)",3,3.01
"(73, 220)",3,3.01
"(104, 1017)",3,3.01
"(106, 188)",3,3.01
"(268, 814)",3,3.01
"(1305, 88)",3,3.01
"(237, 218)",3,3.01
"(1411, 220)",3,3.01
"(668, 116)",3,3.01
"(768, 113)",3,3.01
"(34, 183)",3,3.01
"(127, 493)",3,3.01
"(430, 103)",3,3.01
"(302, 899)",3,3.01
"(1948, 72)",3,3.01
"(409, 252)",3,3.01
"(302, 1090)",3,3.01
"(155, 302)",3,3.01
"(319, 1812)",3,3.01
"(89, 560)",3,3.01
"(231, 1592)",3,3.01
"(1535, 364)",3,3.01
"(88, 996)",3,3.01
"(741, 381)",3,3.01
"(1521, 89)",3,3.01
"(186, 109)",3,3.01
"(72, 258)",3,3.01
"(54, 382)",3,3.01
"(678, 161)",3,3.01
"(814, 147)",3,3.01
"(109, 715)",3,3.01
"(717, 927)",3,3.01
"(136, 2204)",3,3.01
"(2057, 680)",3,3.01
"(244, 218)",3,3.01
"(93, 2057)",3,3.01
"(230, 109)",3,3.01
"(733, 11)",3,3.01
"(85, 2673)",3,3.01
"(291, 11)",3,3.01
"(678, 267)",3,3.01
"(1762, 2746)",3,3.01
"(415, 161)",3,3.01
"(99, 127)",3,3.01
"(97, 186)",3,3.01
"(54, 1438)",3,3.01
"(586, 79)",3,3.01
"(695, 9)",3,3.01
"(518, 101)",3,3.01
"(713, 687)",3,3.01
"(449, 109)",3,3.01
"(127, 868)",3,3.01
"(1090, 252)",3,3.01
"(296, 791)",3,3.01
"(315, 89)",3,3.01
"(493, 920)",3,3.01
"(2256, 88)",3,3.01
"(97, 1215)",3,3.01
"(11, 1876)",3,3.01
"(117, 1017)",3,3.01
"(358, 101)",3,3.01
"(900, 93)",3,3.01
"(93, 996)",3,3.01
"(300, 480)",3,3.01
"(93, 2256)",3,3.01
"(135, 73)",3,3.01
"(381, 9)",3,3.01
"(134, 497)",3,3.01
"(121, 186)",3,3.01
"(822, 11)",3,3.01
"(1054, 244)",3,3.01
"(117, 376)",3,3.01
"(152, 423)",3,3.01
"(88, 1555)",3,3.01
"(55, 340)",3,3.01
"(734, 24)",3,3.01
"(1213, 88)",3,3.01
"(1299, 381)",3,3.01
"(163, 195)",3,3.01
"(570, 525)",3,3.01
"(88, 2855)",3,3.01
"(131, 89)",3,3.01
"(2779, 9)",3,3.01
"(1890, 2779)",3,3.01
"(941, 94)",3,3.01
"(93, 213)",3,3.01
"(613, 11)",3,3.01
"(331, 1555)",3,3.01
"(579, 296)",3,3.01
"(183, 96)",3,3.01
"(233, 106)",3,3.01
"(57, 1187)",3,3.01
"(55, 398)",3,3.01
"(88, 2028)",3,3.01
"(204, 2302)",3,3.01
"(1798, 9)",3,3.01
"(243, 167)",3,3.01
"(93, 415)",3,3.01
"(167, 221)",3,3.01
"(310, 84)",3,3.01
"(153, 833)",3,3.01
"(1982, 93)",3,3.01
"(163, 282)",3,3.01
"(102, 230)",3,3.01
"(394, 54)",3,3.01
"(88, 72)",3,3.01
"(63, 107)",3,3.01
"(117, 430)",3,3.01
"(10, 2249)",3,3.01
"(875, 24)",3,3.01
"(9, 841)",3,3.01
"(563, 1529)",3,3.01
"(820, 11)",3,3.01
"(432, 244)",3,3.01
"(240, 872)",3,3.01
"(204, 240)",3,3.01
"(101, 11)",3,3.01
"(84, 1117)",3,3.01
"(9, 293)",3,3.01
"(9, 820)",3,3.01
"(651, 9)",3,3.01
"(54, 557)",3,3.01
"(557, 101)",3,3.01
"(333, 11)",3,3.01
"(261, 544)",3,3.01
"(58, 278)",3,3.01
"(78, 244)",3,3.01
"(394, 272)",3,3.01
"(567, 66)",3,3.01
"(9, 58)",3,3.01
"(160, 1925)",3,3.01
"(58, 61)",3,3.01
"(61, 25)",3,3.01
"(412, 839)",3,3.01
"(1196, 109)",3,3.01
"(1314, 385)",3,3.01
"(1481, 93)",3,3.01
"(236, 1212)",3,3.01
"(34, 29)",3,3.01
"(172, 93)",3,3.01
"(24, 96)",3,3.01
"(646, 541)",3,3.01
"(399, 94)",3,3.01
"(1789, 388)",3,3.01
"(2720, 244)",3,3.01
"(101, 293)",3,3.01
"(153, 245)",3,3.01
"(167, 106)",3,3.01
"(1359, 102)",3,3.01
"(1331, 102)",3,3.01
"(163, 846)",3,3.01
"(380, 34)",3,3.01
"(328, 11)",3,3.01
"(93, 131)",3,3.01
"(591, 244)",3,3.01
"(1255, 9)",3,3.01
"(819, 2764)",3,3.01
"(97, 2260)",3,3.01
"(9, 773)",3,3.01
"(1973, 170)",3,3.01
"(44, 144)",3,3.01
"(71, 93)",3,3.01
"(222, 99)",3,3.01
"(934, 381)",3,3.01
"(136, 91)",3,3.01
"(357, 263)",3,3.01
"(232, 1178)",3,3.01
"(114, 548)",3,3.01
"(105, 544)",3,3.01
"(142, 824)",3,3.01
"(650, 190)",3,3.01
"(539, 89)",3,3.01
"(93, 1078)",3,3.01
"(54, 1291)",3,3.01
"(223, 2514)",3,3.01
"(748, 432)",3,3.01
"(128, 1130)",3,3.01
"(134, 1458)",3,3.01
"(135, 1973)",3,3.01
"(357, 548)",3,3.01
"(1954, 550)",3,3.01
"(117, 1608)",3,3.01
"(85, 1874)",3,3.01
"(112, 559)",3,3.01
"(653, 394)",3,3.01
"(103, 117)",3,3.01
"(2408, 9)",3,3.01
"(97, 2514)",3,3.01
"(2514, 11)",3,3.01
"(136, 640)",3,3.01
"(837, 101)",3,3.01
"(114, 343)",3,3.01
"(34, 352)",3,3.01
"(1305, 385)",3,3.01
"(1274, 89)",3,3.01
"(1411, 9)",3,3.01
"(709, 54)",3,3.01
"(216, 370)",3,3.01
"(623, 11)",3,3.01
"(233, 11)",3,3.01
"(1212, 135)",3,3.01
"(449, 236)",3,3.01
"(67, 427)",3,3.01
"(9, 183)",3,3.01
"(124, 3)",3,3.01
"(1000, 240)",3,3.01
"(306, 78)",3,3.01
"(1225, 11)",3,3.01
"(97, 2472)",3,3.01
"(88, 1546)",3,3.01
"(203, 90)",3,3.01
"(807, 11)",3,3.01
"(1769, 97)",3,3.01
"(92, 131)",3,3.01
"(102, 76)",3,3.01
"(76, 361)",3,3.01
"(1000, 142)",3,3.01
"(1069, 167)",3,3.01
"(149, 91)",3,3.01
"(149, 149)",3,3.01
"(539, 24)",3,3.01
"(1771, 11)",3,3.01
"(1946, 2017)",3,3.01
"(89, 700)",3,3.01
"(135, 2072)",3,3.01
"(88, 121)",3,3.01
"(2365, 153)",3,3.01
"(2752, 9)",3,3.01
"(106, 127)",3,3.01
"(296, 258)",3,3.01
"(129, 54)",3,3.01
"(938, 1248)",3,3.01
"(72, 183)",3,3.01
"(2028, 101)",3,3.01
"(819, 55)",3,3.01
"(54, 59)",3,3.01
"(199, 464)",3,3.01
"(618, 9)",3,3.01
"(128, 230)",3,3.01
"(489, 11)",3,3.01
"(715, 128)",3,3.01
"(1384, 102)",3,3.01
"(128, 807)",3,3.01
"(1535, 130)",3,3.01
"(109, 1498)",3,3.01
"(104, 1305)",3,3.01
"(1692, 11)",3,3.01
"(117, 2256)",3,3.01
"(119, 481)",3,3.01
"(10, 271)",3,3.01
"(1771, 9)",3,3.01
"(2000, 11)",3,3.01
"(589, 96)",3,3.01
"(213, 97)",3,3.01
"(487, 101)",3,3.01
"(483, 497)",3,3.01
"(223, 506)",3,3.01
"(93, 1264)",3,3.01
"(385, 9)",3,3.01
"(65, 164)",3,3.01
"(164, 256)",3,3.01
"(183, 128)",3,3.01
"(128, 1308)",3,3.01
"(1018, 89)",3,3.01
"(225, 82)",3,3.01
"(93, 1900)",3,3.01
"(618, 197)",3,3.01
"(216, 202)",3,3.01
"(385, 97)",3,3.01
"(597, 866)",3,3.01
"(223, 1633)",3,3.01
"(117, 824)",3,3.01
"(88, 104)",3,3.01
"(187, 65)",3,3.01
"(68, 424)",3,3.01
"(616, 155)",3,3.01
"(9, 700)",3,3.01
"(1950, 93)",3,3.01
"(413, 556)",3,3.01
"(223, 647)",3,3.01
"(1230, 9)",3,3.01
"(515, 1467)",3,3.01
"(142, 489)",3,3.01
"(874, 89)",3,3.01
"(2926, 88)",3,3.01
"(1694, 502)",3,3.01
"(1149, 9)",3,3.01
"(1061, 93)",3,3.01
"(93, 1017)",3,3.01
"(69, 1299)",3,3.01
"(404, 332)",3,3.01
"(288, 339)",3,3.01
"(457, 977)",3,3.01
"(2963, 76)",3,3.01
"(2959, 11)",3,3.01
"(88, 45)",3,3.01
"(93, 2901)",3,3.01
"(446, 149)",3,3.01
"(1332, 25)",3,3.01
"(907, 24)",3,3.01
"(775, 160)",3,3.01
"(244, 4)",3,3.01
"(201, 147)",3,3.01
"(357, 213)",3,3.01
"(73, 183)",3,3.01
"(1339, 477)",3,3.01
"(149, 61)",3,3.01
"(61, 1455)",3,3.01
"(101, 824)",3,3.01
"(909, 9)",3,3.01
"(58, 909)",3,3.01
"(1612, 58)",3,3.01
"(93, 1612)",3,3.01
"(9, 1242)",3,3.01
"(101, 2164)",3,3.01
"(1938, 103)",3,3.01
"(135, 382)",3,3.01
"(288, 303)",3,3.01
"(2072, 11)",3,3.01
"(802, 244)",3,3.01
"(127, 1286)",3,3.01
"(197, 88)",3,3.01
"(1326, 135)",3,3.01
"(27, 109)",3,3.01
"(1802, 11)",3,3.01
"(9, 798)",3,3.01
"(126, 1938)",3,3.01
"(95, 454)",3,3.01
"(163, 696)",3,3.01
"(336, 911)",3,3.01
"(2424, 101)",3,3.01
"(308, 656)",3,3.01
"(1220, 11)",3,3.01
"(1496, 204)",3,3.01
"(102, 412)",3,3.01
"(76, 72)",3,3.01
"(175, 2963)",3,3.01
"(223, 1617)",3,3.01
"(135, 106)",3,3.01
"(1221, 102)",3,3.01
"(1253, 9)",3,3.01
"(1563, 380)",3,3.01
"(370, 93)",3,3.01
"(97, 1073)",3,3.01
"(93, 469)",3,3.01
"(171, 252)",3,3.01
"(38, 164)",3,3.01
"(67, 3)",3,3.01
"(135, 1686)",3,3.01
"(1399, 67)",3,3.01
"(93, 1100)",3,3.01
"(2313, 176)",3,3.01
"(232, 516)",3,3.01
"(511, 464)",3,3.01
"(97, 1672)",3,3.01
"(791, 203)",3,3.01
"(203, 236)",3,3.01
"(1845, 89)",3,3.01
"(1900, 97)",3,3.01
"(348, 89)",3,3.01
"(433, 394)",3,3.01
"(24, 353)",3,3.01
"(302, 1404)",3,3.01
"(333, 244)",3,3.01
"(2274, 102)",3,3.01
"(1237, 9)",3,3.01
"(464, 413)",3,3.01
"(24, 116)",3,3.01
"(223, 2030)",3,3.01
"(407, 132)",3,3.01
"(353, 89)",3,3.01
"(54, 69)",3,3.01
"(127, 252)",3,3.01
"(203, 9)",3,3.01
"(127, 480)",3,3.01
"(2957, 93)",3,3.01
"(134, 446)",3,3.01
"(1555, 304)",3,3.01
"(1095, 147)",3,3.01
"(190, 213)",3,3.01
"(244, 88)",3,3.01
"(2597, 9)",3,3.01
"(484, 317)",3,3.01
"(9, 745)",3,3.01
"(317, 292)",3,3.01
"(1057, 97)",3,3.01
"(135, 1984)",3,3.01
"(54, 1811)",3,3.01
"(237, 1234)",3,3.01
"(93, 2190)",3,3.01
"(1771, 244)",3,3.01
"(352, 97)",3,3.01
"(93, 495)",3,3.01
"(602, 94)",3,3.01
"(708, 618)",3,3.01
"(415, 218)",3,3.01
"(1461, 9)",3,3.01
"(136, 218)",3,3.01
"(691, 106)",3,3.01
"(774, 101)",3,3.01
"(826, 109)",3,3.01
"(132, 636)",3,3.01
"(27, 726)",3,3.01
"(365, 370)",3,3.01
"(749, 295)",3,3.01
"(2352, 9)",3,3.01
"(263, 915)",3,3.01
"(108, 307)",3,3.01
"(386, 3)",3,3.01
"(1403, 142)",3,3.01
"(950, 98)",3,3.01
"(1950, 9)",3,3.01
"(135, 367)",3,3.01
"(885, 10)",3,3.01
"(34, 2278)",3,3.01
"(96, 999)",3,3.01
"(102, 177)",3,3.01
"(962, 96)",3,3.01
"(98, 1723)",3,3.01
"(72, 1169)",3,3.01
"(10, 749)",3,3.01
"(471, 24)",3,3.01
"(128, 1309)",3,3.01
"(613, 84)",3,3.01
"(824, 697)",3,3.01
"(726, 72)",3,3.01
"(101, 89)",3,3.01
"(9, 549)",3,3.01
"(444, 1326)",3,3.01
"(93, 707)",3,3.01
"(585, 94)",3,3.01
"(135, 303)",3,3.01
"(93, 1727)",3,3.01
"(774, 93)",3,3.01
"(1276, 1158)",3,3.01
"(88, 363)",3,3.01
"(932, 102)",3,3.01
"(363, 2963)",3,3.01
"(2963, 341)",3,3.01
"(2038, 9)",3,3.01
"(783, 95)",3,3.01
"(2118, 89)",3,3.01
"(262, 11)",3,3.01
"(2514, 824)",3,3.01
"(2164, 127)",3,3.01
"(54, 2164)",3,3.01
"(453, 244)",3,3.01
"(635, 190)",3,3.01
"(1101, 11)",3,3.01
"(643, 616)",3,3.01
"(171, 272)",3,3.01
"(342, 103)",3,3.01
"(161, 23)",3,3.01
"(141, 1220)",3,3.01
"(2164, 11)",3,3.01
"(135, 2164)",3,3.01
"(528, 109)",3,3.01
"(383, 198)",3,3.01
"(45, 62)",3,3.01
"(103, 98)",3,3.01
"(62, 113)",3,3.01
"(78, 196)",3,3.01
"(691, 117)",3,3.01
"(160, 2126)",3,3.01
"(10, 491)",3,3.01
"(491, 306)",3,3.01
"(306, 99)",3,3.01
"(237, 236)",3,3.01
"(172, 72)",3,3.01
"(9, 78)",3,3.01
"(72, 980)",3,3.01
"(90, 811)",3,3.01
"(553, 353)",3,3.01
"(141, 303)",3,3.01
"(93, 2440)",3,3.01
"(453, 147)",3,3.01
"(197, 267)",3,3.01
"(136, 1659)",3,3.01
"(83, 1813)",3,3.01
"(1813, 9)",3,3.01
"(691, 11)",3,3.01
"(147, 1030)",3,3.01
"(128, 683)",3,3.01
"(480, 539)",3,3.01
"(111, 10)",3,3.01
"(1020, 102)",3,3.01
"(252, 353)",3,3.01
"(176, 531)",3,3.01
"(1640, 93)",3,3.01
"(531, 11)",3,3.01
"(1623, 440)",3,3.01
"(90, 2509)",3,3.01
"(450, 868)",3,3.01
"(2350, 93)",3,3.01
"(97, 118)",3,3.01
"(798, 136)",3,3.01
"(2451, 101)",3,3.01
"(135, 2630)",3,3.01
"(64, 93)",3,3.01
"(193, 471)",3,3.01
"(1297, 129)",3,3.01
"(261, 1297)",3,3.01
"(1035, 285)",3,3.01
"(825, 11)",3,3.01
"(1231, 9)",3,3.01
"(89, 601)",3,3.01
"(436, 388)",3,3.01
"(2699, 2757)",3,3.01
"(88, 940)",3,3.01
"(962, 84)",3,3.01
"(496, 94)",3,3.01
"(475, 3)",3,3.01
"(2966, 340)",3,3.01
"(218, 778)",3,3.01
"(1362, 104)",3,3.01
"(388, 332)",3,3.01
"(281, 134)",3,3.01
"(89, 35)",3,3.01
"(264, 645)",3,3.01
"(128, 407)",3,3.01
"(841, 204)",3,3.01
"(10, 2046)",3,3.01
"(357, 201)",3,3.01
"(2250, 99)",3,3.01
"(209, 311)",3,3.01
"(724, 381)",3,3.01
"(377, 1223)",3,3.01
