ngram_ids,count,smoothed_count
"(2468,)",11,11.01
"(679,)",11,11.01
"(2811,)",11,11.01
"(1803,)",11,11.01
"(1289,)",11,11.01
"(1521,)",11,11.01
"(1022,)",11,11.01
"(1117,)",11,11.01
"(1284,)",11,11.01
"(2344,)",11,11.01
"(2600,)",11,11.01
"(2355,)",11,11.01
"(2419,)",11,11.01
"(1315,)",11,11.01
"(2097,)",11,11.01
"(2932,)",11,11.01
"(2639,)",11,11.01
"(1770,)",11,11.01
"(2427,)",11,11.01
"(2479,)",11,11.01
"(1141,)",11,11.01
"(2252,)",11,11.01
"(2225,)",11,11.01
"(2300,)",11,11.01
"(2188,)",11,11.01
"(2583,)",11,11.01
"(742,)",11,11.01
"(269,)",11,11.01
"(655,)",11,11.01
"(1511,)",11,11.01
"(148,)",11,11.01
"(1967,)",11,11.01
"(1688,)",11,11.01
"(2704,)",11,11.01
"(2338,)",11,11.01
"(816,)",11,11.01
"(1103,)",11,11.01
"(2091,)",11,11.01
"(2054,)",11,11.01
"(459,)",11,11.01
"(1375,)",11,11.01
"(534,)",11,11.01
"(1992,)",11,11.01
"(1632,)",11,11.01
"(2683,)",11,11.01
"(1401,)",11,11.01
"(1097,)",11,11.01
"(583,)",11,11.01
"(2484,)",11,11.01
"(2996,)",11,11.01
"(2907,)",11,11.01
"(2189,)",11,11.01
"(763,)",11,11.01
"(1025,)",11,11.01
"(1777,)",10,10.01
"(1451,)",10,10.01
"(1051,)",10,10.01
"(1249,)",10,10.01
"(2349,)",10,10.01
"(1133,)",10,10.01
"(2459,)",10,10.01
"(424,)",10,10.01
"(2792,)",10,10.01
"(705,)",10,10.01
"(2396,)",10,10.01
"(2359,)",10,10.01
"(2203,)",10,10.01
"(2789,)",10,10.01
"(1060,)",10,10.01
"(2503,)",10,10.01
"(731,)",10,10.01
"(2386,)",10,10.01
"(2662,)",10,10.01
"(2955,)",10,10.01
"(1005,)",10,10.01
"(2925,)",10,10.01
"(818,)",10,10.01
"(2214,)",10,10.01
"(2003,)",10,10.01
"(2718,)",10,10.01
"(2725,)",10,10.01
"(1120,)",10,10.01
"(2277,)",10,10.01
"(1661,)",10,10.01
"(1228,)",10,10.01
"(1526,)",10,10.01
"(1547,)",10,10.01
"(871,)",10,10.01
"(1677,)",10,10.01
"(1662,)",10,10.01
"(931,)",10,10.01
"(733,)",10,10.01
"(1759,)",10,10.01
"(2682,)",10,10.01
"(1779,)",10,10.01
"(1738,)",10,10.01
"(2770,)",10,10.01
"(2620,)",10,10.01
"(2816,)",10,10.01
"(1192,)",10,10.01
"(796,)",10,10.01
"(2466,)",10,10.01
"(2668,)",10,10.01
"(1780,)",10,10.01
"(2573,)",10,10.01
"(2915,)",10,10.01
"(1276,)",10,10.01
"(2876,)",10,10.01
"(2703,)",10,10.01
"(2685,)",10,10.01
"(2580,)",10,10.01
"(2330,)",10,10.01
"(1765,)",10,10.01
"(1655,)",10,10.01
"(935,)",10,10.01
"(2711,)",10,10.01
"(1859,)",10,10.01
"(1790,)",10,10.01
"(2333,)",10,10.01
"(2217,)",10,10.01
"(2293,)",10,10.01
"(2854,)",10,10.01
"(2049,)",10,10.01
"(1415,)",10,10.01
"(2101,)",10,10.01
"(2158,)",10,10.01
"(2917,)",10,10.01
"(1304,)",10,10.01
"(1734,)",10,10.01
"(2749,)",10,10.01
"(2555,)",10,10.01
"(2168,)",10,10.01
"(2672,)",10,10.01
"(1259,)",10,10.01
"(2838,)",10,10.01
"(2634,)",10,10.01
"(588,)",10,10.01
"(536,)",10,10.01
"(2919,)",10,10.01
"(2727,)",10,10.01
"(1473,)",10,10.01
"(2954,)",10,10.01
"(1861,)",10,10.01
"(1911,)",10,10.01
"(2690,)",10,10.01
"(855,)",10,10.01
"(2614,)",10,10.01
"(1100,)",10,10.01
"(1624,)",10,10.01
"(1883,)",10,10.01
"(174,)",10,10.01
"(1292,)",10,10.01
"(1708,)",10,10.01
"(1640,)",10,10.01
"(1522,)",10,10.01
"(2651,)",10,10.01
"(1241,)",10,10.01
"(524,)",10,10.01
"(2253,)",10,10.01
"(2251,)",10,10.01
"(1272,)",10,10.01
"(2182,)",10,10.01
"(2748,)",10,10.01
"(1277,)",10,10.01
"(1855,)",10,10.01
"(1343,)",10,10.01
"(1910,)",10,10.01
"(2006,)",10,10.01
"(2327,)",10,10.01
"(2576,)",9,9.01
"(2549,)",9,9.01
"(2067,)",9,9.01
"(505,)",9,9.01
"(1732,)",9,9.01
"(2646,)",9,9.01
"(884,)",9,9.01
"(2502,)",9,9.01
"(850,)",9,9.01
"(2248,)",9,9.01
"(1703,)",9,9.01
"(1417,)",9,9.01
"(2847,)",9,9.01
"(1981,)",9,9.01
"(566,)",9,9.01
"(1664,)",9,9.01
"(1135,)",9,9.01
"(2372,)",9,9.01
"(2972,)",9,9.01
"(1723,)",9,9.01
"(2269,)",9,9.01
"(898,)",9,9.01
"(887,)",9,9.01
"(1740,)",9,9.01
"(2806,)",9,9.01
"(2334,)",9,9.01
"(2835,)",9,9.01
"(2832,)",9,9.01
"(2904,)",9,9.01
"(2726,)",9,9.01
"(790,)",9,9.01
"(1434,)",9,9.01
"(1207,)",9,9.01
"(2731,)",9,9.01
"(1691,)",9,9.01
"(2968,)",9,9.01
"(2418,)",9,9.01
"(2569,)",9,9.01
"(1237,)",9,9.01
"(2939,)",9,9.01
"(2491,)",9,9.01
"(324,)",9,9.01
"(2011,)",9,9.01
"(1709,)",9,9.01
"(619,)",9,9.01
"(897,)",9,9.01
"(1865,)",9,9.01
"(2923,)",9,9.01
"(2979,)",9,9.01
"(1475,)",9,9.01
"(1930,)",9,9.01
"(2305,)",9,9.01
"(1968,)",9,9.01
"(2761,)",9,9.01
"(2126,)",9,9.01
"(1101,)",9,9.01
"(1969,)",9,9.01
"(2976,)",9,9.01
"(2041,)",9,9.01
"(2594,)",9,9.01
"(2134,)",9,9.01
"(1918,)",9,9.01
"(805,)",9,9.01
"(2272,)",9,9.01
"(2264,)",9,9.01
"(1138,)",9,9.01
"(1966,)",9,9.01
"(1817,)",9,9.01
"(2715,)",9,9.01
"(713,)",9,9.01
"(2588,)",9,9.01
"(2648,)",9,9.01
"(1906,)",9,9.01
"(2610,)",9,9.01
"(688,)",9,9.01
"(2525,)",9,9.01
"(2597,)",9,9.01
"(1041,)",9,9.01
"(2709,)",9,9.01
"(1598,)",9,9.01
"(1672,)",9,9.01
"(2096,)",9,9.01
"(2863,)",9,9.01
"(2149,)",9,9.01
"(2350,)",9,9.01
"(1802,)",9,9.01
"(2442,)",9,9.01
"(751,)",9,9.01
"(1623,)",9,9.01
"(2582,)",9,9.01
"(2194,)",9,9.01
"(2037,)",9,9.01
"(896,)",9,9.01
"(2001,)",9,9.01
"(2554,)",9,9.01
"(910,)",9,9.01
"(2397,)",9,9.01
"(1338,)",9,9.01
"(1244,)",9,9.01
"(2249,)",9,9.01
"(2941,)",9,9.01
"(2983,)",9,9.01
"(1339,)",9,9.01
"(1614,)",9,9.01
"(2528,)",9,9.01
"(1090,)",9,9.01
"(2155,)",9,9.01
"(1573,)",9,9.01
"(1714,)",9,9.01
"(675,)",9,9.01
"(2837,)",9,9.01
"(1269,)",9,9.01
"(1669,)",9,9.01
"(2654,)",9,9.01
"(14,)",9,9.01
"(1552,)",9,9.01
"(2606,)",9,9.01
"(1951,)",9,9.01
"(408,)",9,9.01
"(1058,)",8,8.01
"(2511,)",8,8.01
"(1189,)",8,8.01
"(2055,)",8,8.01
"(1595,)",8,8.01
"(1188,)",8,8.01
"(1574,)",8,8.01
"(2226,)",8,8.01
"(2872,)",8,8.01
"(2722,)",8,8.01
"(2737,)",8,8.01
"(1998,)",8,8.01
"(1061,)",8,8.01
"(1583,)",8,8.01
"(2984,)",8,8.01
"(1594,)",8,8.01
"(1741,)",8,8.01
"(1515,)",8,8.01
"(1363,)",8,8.01
"(2626,)",8,8.01
"(1843,)",8,8.01
"(2351,)",8,8.01
"(1386,)",8,8.01
"(2404,)",8,8.01
"(1485,)",8,8.01
"(2059,)",8,8.01
"(1671,)",8,8.01
"(2702,)",8,8.01
"(2897,)",8,8.01
"(2801,)",8,8.01
"(1956,)",8,8.01
"(2950,)",8,8.01
"(1422,)",8,8.01
"(2398,)",8,8.01
"(1186,)",8,8.01
"(2389,)",8,8.01
"(2993,)",8,8.01
"(1812,)",8,8.01
"(2042,)",8,8.01
"(2534,)",8,8.01
"(2449,)",8,8.01
"(2562,)",8,8.01
"(2018,)",8,8.01
"(2347,)",8,8.01
"(1191,)",8,8.01
"(540,)",8,8.01
"(2016,)",8,8.01
"(924,)",8,8.01
"(1279,)",8,8.01
"(2894,)",8,8.01
"(1250,)",8,8.01
"(1642,)",8,8.01
"(1142,)",8,8.01
"(1399,)",8,8.01
"(1518,)",8,8.01
"(1317,)",8,8.01
"(2409,)",8,8.01
"(1961,)",8,8.01
"(1622,)",8,8.01
"(2775,)",8,8.01
"(2472,)",8,8.01
"(2598,)",8,8.01
"(2311,)",8,8.01
"(2169,)",8,8.01
"(761,)",8,8.01
"(2899,)",8,8.01
"(930,)",8,8.01
"(767,)",8,8.01
"(1206,)",8,8.01
"(2535,)",8,8.01
"(562,)",8,8.01
"(2861,)",8,8.01
"(843,)",8,8.01
"(1267,)",8,8.01
"(2392,)",8,8.01
"(1955,)",8,8.01
"(2207,)",8,8.01
"(1496,)",8,8.01
"(1325,)",8,8.01
"(1913,)",8,8.01
"(1945,)",8,8.01
"(2958,)",8,8.01
"(1577,)",8,8.01
"(1674,)",8,8.01
"(2288,)",8,8.01
"(2645,)",8,8.01
"(1997,)",8,8.01
"(2353,)",8,8.01
"(2698,)",8,8.01
"(1617,)",8,8.01
"(2831,)",8,8.01
"(1638,)",8,8.01
"(2284,)",8,8.01
"(2197,)",8,8.01
"(1170,)",8,8.01
"(1874,)",8,8.01
"(1491,)",8,8.01
"(2544,)",8,8.01
"(2287,)",8,8.01
"(2730,)",8,8.01
"(1431,)",8,8.01
"(2518,)",8,8.01
"(2773,)",8,8.01
"(1438,)",8,8.01
"(2430,)",8,8.01
"(1914,)",8,8.01
"(2058,)",8,8.01
"(634,)",8,8.01
"(2262,)",8,8.01
"(2083,)",8,8.01
"(2274,)",8,8.01
"(1089,)",8,8.01
"(1019,)",8,8.01
"(1735,)",8,8.01
"(1026,)",8,8.01
"(2724,)",7,7.01
"(1628,)",7,7.01
"(2009,)",7,7.01
"(2916,)",7,7.01
"(2617,)",7,7.01
"(2307,)",7,7.01
"(2457,)",7,7.01
"(2548,)",7,7.01
"(1627,)",7,7.01
"(2896,)",7,7.01
"(1581,)",7,7.01
"(2258,)",7,7.01
"(2167,)",7,7.01
"(611,)",7,7.01
"(2129,)",7,7.01
"(2800,)",7,7.01
"(2798,)",7,7.01
"(1892,)",7,7.01
"(2331,)",7,7.01
"(1329,)",7,7.01
"(2382,)",7,7.01
"(1606,)",7,7.01
"(2751,)",7,7.01
"(1213,)",7,7.01
"(1403,)",7,7.01
"(1384,)",7,7.01
"(2076,)",7,7.01
"(1161,)",7,7.01
"(1367,)",7,7.01
"(2413,)",7,7.01
"(2387,)",7,7.01
"(2777,)",7,7.01
"(811,)",7,7.01
"(2608,)",7,7.01
"(774,)",7,7.01
"(2063,)",7,7.01
"(2426,)",7,7.01
"(2071,)",7,7.01
"(1840,)",7,7.01
"(2855,)",7,7.01
"(1077,)",7,7.01
"(957,)",7,7.01
"(2750,)",7,7.01
"(2891,)",7,7.01
"(2900,)",7,7.01
"(1570,)",7,7.01
"(1278,)",7,7.01
"(2741,)",7,7.01
"(1366,)",7,7.01
"(2480,)",7,7.01
"(2593,)",7,7.01
"(2183,)",7,7.01
"(1715,)",7,7.01
"(2952,)",7,7.01
"(2815,)",7,7.01
"(2804,)",7,7.01
"(1900,)",7,7.01
"(2664,)",7,7.01
"(2957,)",7,7.01
"(2871,)",7,7.01
"(1788,)",7,7.01
"(1903,)",7,7.01
"(1860,)",7,7.01
"(861,)",7,7.01
"(1463,)",7,7.01
"(2227,)",7,7.01
"(1928,)",7,7.01
"(2094,)",7,7.01
"(684,)",7,7.01
"(1543,)",7,7.01
"(1757,)",7,7.01
"(2408,)",7,7.01
"(2381,)",7,7.01
"(1066,)",7,7.01
"(2075,)",7,7.01
"(2757,)",7,7.01
"(2693,)",7,7.01
"(2868,)",7,7.01
"(2766,)",7,7.01
"(1657,)",7,7.01
"(2670,)",7,7.01
"(2641,)",7,7.01
"(2874,)",7,7.01
"(2128,)",7,7.01
"(1687,)",7,7.01
"(1429,)",7,7.01
"(1328,)",7,7.01
"(1893,)",7,7.01
"(1978,)",7,7.01
"(2969,)",7,7.01
"(2998,)",7,7.01
"(2842,)",7,7.01
"(2193,)",7,7.01
"(1673,)",7,7.01
"(1539,)",7,7.01
"(1659,)",7,7.01
"(1024,)",7,7.01
"(2483,)",7,7.01
"(2713,)",7,7.01
"(1588,)",7,7.01
"(2492,)",7,7.01
"(42,)",7,7.01
"(780,)",7,7.01
"(1168,)",7,7.01
"(1268,)",7,7.01
"(1288,)",7,7.01
"(250,)",7,7.01
"(2348,)",7,7.01
"(414,)",7,7.01
"(1355,)",7,7.01
"(1010,)",7,7.01
"(435,)",7,7.01
"(736,)",7,7.01
"(2936,)",7,7.01
"(1960,)",7,7.01
"(2541,)",7,7.01
"(327,)",7,7.01
"(1946,)",7,7.01
"(1285,)",7,7.01
"(1760,)",7,7.01
"(2587,)",7,7.01
"(1905,)",7,7.01
"(2738,)",7,7.01
"(1497,)",7,7.01
"(1894,)",7,7.01
"(2673,)",7,7.01
"(2342,)",7,7.01
"(2962,)",7,7.01
"(2788,)",7,7.01
"(2446,)",7,7.01
"(2015,)",7,7.01
"(1609,)",7,7.01
"(2742,)",7,7.01
"(2571,)",7,7.01
"(2671,)",7,7.01
"(1239,)",7,7.01
"(2450,)",7,7.01
"(769,)",7,7.01
"(2754,)",7,7.01
"(1147,)",7,7.01
"(2875,)",6,6.01
"(2560,)",6,6.01
"(2745,)",6,6.01
"(2650,)",6,6.01
"(2177,)",6,6.01
"(2603,)",6,6.01
"(1823,)",6,6.01
"(1340,)",6,6.01
"(1578,)",6,6.01
"(928,)",6,6.01
"(1137,)",6,6.01
"(2268,)",6,6.01
"(1936,)",6,6.01
"(2204,)",6,6.01
"(1801,)",6,6.01
"(1362,)",6,6.01
"(712,)",6,6.01
"(1682,)",6,6.01
"(2062,)",6,6.01
"(2994,)",6,6.01
"(2224,)",6,6.01
"(1067,)",6,6.01
"(2099,)",6,6.01
"(2428,)",6,6.01
"(2509,)",6,6.01
"(2848,)",6,6.01
"(2343,)",6,6.01
"(1670,)",6,6.01
"(1156,)",6,6.01
"(2537,)",6,6.01
"(779,)",6,6.01
"(1805,)",6,6.01
"(1481,)",6,6.01
"(638,)",6,6.01
"(2239,)",6,6.01
"(2371,)",6,6.01
"(781,)",6,6.01
"(1873,)",6,6.01
"(2109,)",6,6.01
"(2341,)",6,6.01
"(2160,)",6,6.01
"(1831,)",6,6.01
"(969,)",6,6.01
"(1825,)",6,6.01
"(1470,)",6,6.01
"(2661,)",6,6.01
"(2716,)",6,6.01
"(1815,)",6,6.01
"(2119,)",6,6.01
"(1748,)",6,6.01
"(1070,)",6,6.01
"(752,)",6,6.01
"(2834,)",6,6.01
"(1265,)",6,6.01
"(2527,)",6,6.01
"(799,)",6,6.01
"(2411,)",6,6.01
"(1943,)",6,6.01
"(2609,)",6,6.01
"(1260,)",6,6.01
"(838,)",6,6.01
"(973,)",6,6.01
"(2723,)",6,6.01
"(1904,)",6,6.01
"(2719,)",6,6.01
"(2471,)",6,6.01
"(1888,)",6,6.01
"(2275,)",6,6.01
"(2977,)",6,6.01
"(1404,)",6,6.01
"(783,)",6,6.01
"(2400,)",6,6.01
"(1950,)",6,6.01
"(2184,)",6,6.01
"(1500,)",6,6.01
"(2756,)",6,6.01
"(2536,)",6,6.01
"(693,)",6,6.01
"(2922,)",6,6.01
"(2035,)",6,6.01
"(2717,)",6,6.01
"(2771,)",6,6.01
"(2512,)",6,6.01
"(338,)",6,6.01
"(2313,)",6,6.01
"(1862,)",6,6.01
"(2785,)",6,6.01
"(2989,)",6,6.01
"(1238,)",6,6.01
"(1747,)",6,6.01
"(2759,)",6,6.01
"(1776,)",6,6.01
"(1380,)",6,6.01
"(2394,)",6,6.01
"(2774,)",6,6.01
"(756,)",6,6.01
"(1393,)",6,6.01
"(2142,)",6,6.01
"(1582,)",6,6.01
"(1394,)",6,6.01
"(2995,)",6,6.01
"(1915,)",6,6.01
"(2960,)",6,6.01
"(1301,)",6,6.01
"(2963,)",6,6.01
"(1391,)",6,6.01
"(1885,)",6,6.01
"(2185,)",6,6.01
"(954,)",6,6.01
"(1472,)",6,6.01
"(2403,)",6,6.01
"(2318,)",6,6.01
"(2912,)",6,6.01
"(2883,)",6,6.01
"(2475,)",6,6.01
"(2890,)",6,6.01
"(2623,)",6,6.01
"(2933,)",6,6.01
"(2328,)",6,6.01
"(207,)",6,6.01
"(2303,)",6,6.01
"(919,)",6,6.01
"(2778,)",5,5.01
"(2945,)",5,5.01
"(2637,)",5,5.01
"(1050,)",5,5.01
"(2558,)",5,5.01
"(391,)",5,5.01
"(513,)",5,5.01
"(2795,)",5,5.01
"(479,)",5,5.01
"(1944,)",5,5.01
"(2712,)",5,5.01
"(2234,)",5,5.01
"(2613,)",5,5.01
"(1791,)",5,5.01
"(1464,)",5,5.01
"(2631,)",5,5.01
"(2986,)",5,5.01
"(1587,)",5,5.01
"(2980,)",5,5.01
"(2369,)",5,5.01
"(2612,)",5,5.01
"(2888,)",5,5.01
"(461,)",5,5.01
"(2233,)",5,5.01
"(1175,)",5,5.01
"(21,)",5,5.01
"(2390,)",5,5.01
"(2893,)",5,5.01
"(2093,)",5,5.01
"(124,)",5,5.01
"(2117,)",5,5.01
"(551,)",5,5.01
"(1406,)",5,5.01
"(1553,)",5,5.01
"(1615,)",5,5.01
"(1813,)",5,5.01
"(785,)",5,5.01
"(2336,)",5,5.01
"(2113,)",5,5.01
"(2635,)",5,5.01
"(2416,)",5,5.01
"(2034,)",5,5.01
"(2192,)",5,5.01
"(564,)",5,5.01
"(2380,)",5,5.01
"(2022,)",5,5.01
"(2910,)",5,5.01
"(1925,)",5,5.01
"(1995,)",5,5.01
"(2532,)",5,5.01
"(2121,)",5,5.01
"(2556,)",5,5.01
"(1157,)",5,5.01
"(1616,)",5,5.01
"(2295,)",5,5.01
"(246,)",5,5.01
"(2820,)",5,5.01
"(2866,)",5,5.01
"(2908,)",5,5.01
"(1718,)",5,5.01
"(1919,)",5,5.01
"(2903,)",5,5.01
"(1171,)",5,5.01
"(1824,)",5,5.01
"(1558,)",5,5.01
"(2680,)",5,5.01
"(2814,)",5,5.01
"(2856,)",5,5.01
"(2056,)",5,5.01
"(2901,)",5,5.01
"(2589,)",5,5.01
"(2235,)",5,5.01
"(2407,)",5,5.01
"(1330,)",5,5.01
"(2072,)",5,5.01
"(2482,)",5,5.01
"(1730,)",5,5.01
"(1887,)",5,5.01
"(1449,)",5,5.01
"(2261,)",5,5.01
"(2357,)",5,5.01
"(2611,)",5,5.01
"(1949,)",5,5.01
"(2464,)",5,5.01
"(1402,)",5,5.01
"(2830,)",5,5.01
"(2247,)",5,5.01
"(1454,)",5,5.01
"(2920,)",5,5.01
"(1608,)",5,5.01
"(2696,)",5,5.01
"(1897,)",5,5.01
"(2689,)",5,5.01
"(2542,)",5,5.01
"(2691,)",5,5.01
"(2674,)",5,5.01
"(2740,)",5,5.01
"(1982,)",5,5.01
"(2202,)",5,5.01
"(2245,)",5,5.01
"(1477,)",5,5.01
"(192,)",5,5.01
"(2445,)",5,5.01
"(537,)",5,5.01
"(2505,)",5,5.01
"(592,)",5,5.01
"(1845,)",5,5.01
"(2966,)",5,5.01
"(2232,)",5,5.01
"(2869,)",5,5.01
"(2286,)",5,5.01
"(2653,)",5,5.01
"(726,)",5,5.01
"(2080,)",5,5.01
"(1448,)",4,4.01
"(2813,)",4,4.01
"(2643,)",4,4.01
"(1258,)",4,4.01
"(1453,)",4,4.01
"(2967,)",4,4.01
"(2362,)",4,4.01
"(2860,)",4,4.01
"(1778,)",4,4.01
"(2517,)",4,4.01
"(1739,)",4,4.01
"(2807,)",4,4.01
"(2191,)",4,4.01
"(1344,)",4,4.01
"(1034,)",4,4.01
"(2324,)",4,4.01
"(1293,)",4,4.01
"(2769,)",4,4.01
"(1074,)",4,4.01
"(1954,)",4,4.01
"(2254,)",4,4.01
"(1676,)",4,4.01
"(2195,)",4,4.01
"(2981,)",4,4.01
"(1424,)",4,4.01
"(2302,)",4,4.01
"(812,)",4,4.01
"(1125,)",4,4.01
"(2772,)",4,4.01
"(2836,)",4,4.01
"(1465,)",4,4.01
"(2038,)",4,4.01
"(2520,)",4,4.01
"(947,)",4,4.01
"(2326,)",4,4.01
"(2243,)",4,4.01
"(1660,)",4,4.01
"(1829,)",4,4.01
"(1810,)",4,4.01
"(2625,)",4,4.01
"(2767,)",4,4.01
"(1075,)",4,4.01
"(2013,)",4,4.01
"(1798,)",4,4.01
"(2354,)",4,4.01
"(1439,)",4,4.01
"(2947,)",4,4.01
"(2768,)",4,4.01
"(2460,)",4,4.01
"(1898,)",4,4.01
"(1544,)",4,4.01
"(2944,)",4,4.01
"(2865,)",4,4.01
"(1432,)",4,4.01
"(880,)",4,4.01
"(2440,)",4,4.01
"(613,)",4,4.01
"(610,)",4,4.01
"(967,)",4,4.01
"(2822,)",4,4.01
"(2796,)",4,4.01
"(2849,)",4,4.01
"(1295,)",4,4.01
"(2412,)",4,4.01
"(2853,)",4,4.01
"(2240,)",4,4.01
"(1413,)",4,4.01
"(1297,)",4,4.01
"(2695,)",4,4.01
"(2045,)",4,4.01
"(1536,)",4,4.01
"(1940,)",4,4.01
"(1648,)",4,4.01
"(2961,)",4,4.01
"(1890,)",4,4.01
"(2451,)",4,4.01
"(2846,)",4,4.01
"(1743,)",4,4.01
"(20,)",4,4.01
"(1392,)",4,4.01
"(2982,)",4,4.01
"(2630,)",4,4.01
"(1493,)",4,4.01
"(1555,)",4,4.01
"(2858,)",4,4.01
"(1205,)",4,4.01
"(1565,)",4,4.01
"(1579,)",4,4.01
"(2346,)",4,4.01
"(15,)",4,4.01
"(2649,)",4,4.01
"(301,)",4,4.01
"(2098,)",4,4.01
"(1841,)",4,4.01
"(2942,)",4,4.01
"(2020,)",4,4.01
"(1381,)",4,4.01
"(2079,)",4,4.01
"(2069,)",4,4.01
"(2367,)",4,4.01
"(2879,)",4,4.01
"(2021,)",4,4.01
"(2159,)",4,4.01
"(624,)",4,4.01
"(575,)",4,4.01
"(1646,)",4,4.01
"(567,)",4,4.01
"(2469,)",4,4.01
"(2435,)",4,4.01
"(978,)",4,4.01
"(1857,)",4,4.01
"(2948,)",4,4.01
"(2393,)",4,4.01
"(2271,)",4,4.01
"(2421,)",4,4.01
"(501,)",4,4.01
"(1720,)",4,4.01
"(933,)",4,4.01
"(2017,)",4,4.01
"(2497,)",4,4.01
"(2990,)",4,4.01
"(2949,)",3,3.01
"(2162,)",3,3.01
"(1796,)",3,3.01
"(2794,)",3,3.01
"(2926,)",3,3.01
"(2752,)",3,3.01
"(217,)",3,3.01
"(2031,)",3,3.01
"(1371,)",3,3.01
"(1975,)",3,3.01
"(2823,)",3,3.01
"(2222,)",3,3.01
"(22,)",3,3.01
"(2974,)",3,3.01
"(2309,)",3,3.01
"(915,)",3,3.01
"(1947,)",3,3.01
"(1416,)",3,3.01
"(689,)",3,3.01
"(1987,)",3,3.01
"(1351,)",3,3.01
"(905,)",3,3.01
"(2644,)",3,3.01
"(2758,)",3,3.01
"(1689,)",3,3.01
"(2578,)",3,3.01
"(1866,)",3,3.01
"(546,)",3,3.01
"(2027,)",3,3.01
"(2953,)",3,3.01
"(2959,)",3,3.01
"(2825,)",3,3.01
"(682,)",3,3.01
"(2581,)",3,3.01
"(2850,)",3,3.01
"(1836,)",3,3.01
"(2763,)",3,3.01
"(2841,)",3,3.01
"(952,)",3,3.01
"(2415,)",3,3.01
"(1566,)",3,3.01
"(2881,)",3,3.01
"(2924,)",3,3.01
"(965,)",3,3.01
"(2125,)",3,3.01
"(2640,)",3,3.01
"(2493,)",3,3.01
"(1428,)",3,3.01
"(1509,)",3,3.01
"(1853,)",3,3.01
"(2164,)",3,3.01
"(862,)",3,3.01
"(1353,)",3,3.01
"(1199,)",3,3.01
"(2335,)",3,3.01
"(1756,)",3,3.01
"(1719,)",3,3.01
"(2887,)",3,3.01
"(2004,)",3,3.01
"(1633,)",3,3.01
"(2120,)",3,3.01
"(2688,)",3,3.01
"(2176,)",3,3.01
"(2699,)",3,3.01
"(2332,)",3,3.01
"(2107,)",3,3.01
"(2000,)",3,3.01
"(732,)",3,3.01
"(2997,)",3,3.01
"(2906,)",3,3.01
"(2044,)",3,3.01
"(1736,)",3,3.01
"(2319,)",3,3.01
"(1080,)",3,3.01
"(2304,)",3,3.01
"(595,)",3,3.01
"(694,)",3,3.01
"(2595,)",3,3.01
"(2700,)",3,3.01
"(2280,)",3,3.01
"(1347,)",3,3.01
"(2187,)",3,3.01
"(1263,)",3,3.01
"(1909,)",3,3.01
"(2585,)",3,3.01
"(721,)",3,3.01
"(2516,)",3,3.01
"(1826,)",3,3.01
"(275,)",3,3.01
"(2489,)",3,3.01
"(2851,)",3,3.01
"(2417,)",3,3.01
"(2161,)",3,3.01
"(1755,)",3,3.01
"(2812,)",3,3.01
"(902,)",3,3.01
"(2406,)",3,3.01
"(1996,)",3,3.01
"(1643,)",3,3.01
"(2992,)",3,3.01
"(1124,)",3,3.01
"(2030,)",3,3.01
"(1113,)",3,3.01
"(2361,)",3,3.01
"(1988,)",3,3.01
"(2422,)",3,3.01
"(2376,)",3,3.01
"(2762,)",3,3.01
"(2373,)",3,3.01
"(2157,)",3,3.01
"(1182,)",3,3.01
"(1901,)",3,3.01
"(2729,)",2,2.01
"(2085,)",2,2.01
"(2322,)",2,2.01
"(2454,)",2,2.01
"(1350,)",2,2.01
"(1891,)",2,2.01
"(2237,)",2,2.01
"(2487,)",2,2.01
"(2978,)",2,2.01
"(1636,)",2,2.01
"(2878,)",2,2.01
"(2586,)",2,2.01
"(2706,)",2,2.01
"(2488,)",2,2.01
"(1461,)",2,2.01
"(2999,)",2,2.01
"(2797,)",2,2.01
"(2221,)",2,2.01
"(2481,)",2,2.01
"(2605,)",2,2.01
"(2692,)",2,2.01
"(2647,)",2,2.01
"(2345,)",2,2.01
"(2734,)",2,2.01
"(2051,)",2,2.01
"(2352,)",2,2.01
"(1769,)",2,2.01
"(2154,)",2,2.01
"(2655,)",2,2.01
"(1523,)",2,2.01
"(2116,)",2,2.01
"(2607,)",2,2.01
"(1027,)",2,2.01
"(702,)",2,2.01
"(2256,)",2,2.01
"(2171,)",2,2.01
"(2170,)",2,2.01
"(2810,)",2,2.01
"(2410,)",2,2.01
"(18,)",2,2.01
"(17,)",2,2.01
"(1639,)",2,2.01
"(1973,)",2,2.01
"(285,)",2,2.01
"(2985,)",2,2.01
"(1531,)",2,2.01
"(1420,)",2,2.01
"(456,)",2,2.01
"(1980,)",2,2.01
"(2139,)",2,2.01
"(1727,)",2,2.01
"(1666,)",2,2.01
"(1541,)",2,2.01
"(2964,)",2,2.01
"(2127,)",2,2.01
"(1762,)",2,2.01
"(2448,)",2,2.01
"(1830,)",2,2.01
"(1261,)",2,2.01
"(2444,)",2,2.01
"(699,)",2,2.01
"(1332,)",2,2.01
"(1665,)",2,2.01
"(2971,)",2,2.01
"(2074,)",2,2.01
"(1822,)",2,2.01
"(1645,)",2,2.01
"(2368,)",2,2.01
"(1700,)",2,2.01
"(1605,)",2,2.01
"(2753,)",2,2.01
"(1694,)",2,2.01
"(2604,)",2,2.01
"(997,)",2,2.01
